Address,General_Plan_Designation,Latitude,Longitude,,,
4306 ADAMS BLVD W  ,Neighborhood Commercial ,34.03236,-118.33208,,,
4247 EAGLE ROCK BLVD N  ,General Commercial ,34.12274,-118.22392,,,
1020 BONNIE BRAE ST   N  ,Medium Residential ,34.07644,-118.2625,,,
1601 PARK AVE  W  ,Medium Residential,34.07506,-118.25863,,,
2420 CESAR E CHAVEZ AVE  E  ,Community Commercial and Low Medium II Residential,34.04629,-118.2071,,,
16101 FIGUEROA ST   S  ,Highway Oriented Commercial,33.88493,-118.28291,,,
1919 WESTERN AVE  S  ,Community Commercial,34.03919,-118.3093,,,
252 HOOVER ST   N  ,Highway Oriented Commercia,34.07587,-118.283,,,
738 NORMANDIE AVE  S  ,"Regional Center
Commercial ",34.05863,-118.29964,,,
2600 CATALINA ST   S  ,Neighborhood Commercial,34.03245,-118.29412,,,
4018 BUCKINGHAM ROAD S  ,Regional Commercial,34.0139,-118.34221,,,
4339 ADAMS BLVD W  , Neighborhood Commercial.,34.03276,-118.33386,,,
675 BIXEL ST   S  ,Regional Center Commercial,34.05167,-118.26392,,,
708 HILL ST   N  ,Regional Commercial,34.0611,-118.24016,,,
1013 EVERETT ST   N  ,Medium Residential ,34.07052,-118.24905,,,
708 NEW DEPOT ST   S  ,High Medium Residential ,34.06499,-118.24224,,,
2051 LA SALLE AVE  S  ,Low Medium II Residential,34.0376561089588,-118.304642363801,,,
459 HARTFORD AVE  S  ,High Density Residential,34.05708,-118.26381,,,
13513 VANOWEN ST W ,Medium Residential,34.19409,-118.42732,,,
599 AVENUE 28  W  ,LM Residential,34.0869,-118.22338,,,
4725 RADFORD AVE  N  ,M Residential,34.15659,-118.3924,,,
107 SWEETZER AVE  S  ,Medium Residential ,34.07409,-118.37026,,,
4864 MELROSE AVE  W  ,"Neighborhood Office, Commerical/M Residential",34.08332,-118.30647,,,
14700 W  SHERMAN WAY ,	Low Medium II Residential,34.2006041665974,-118.453531938114,,,
13568 RYE ST W ,Medium Residential,34.15163,-118.42884,,,
7600 VERMONT AVE  S  ,General Commercial ,33.9705669,-118.2913138,,,
2956 North Allesandro Street,Commercial Manufacturing,34.1052886,-118.2469531,,,
10850 W BLOOMFIELD ST 1-28,Medium Residential,34.14907,-118.36695,,,
11209 W RICHLAND AVE 1-13,Medium Residential,34.03287,-118.43303,,,
1350 S ROXBURY DR,Medium Residential,34.05471,-118.40246,,,
14944 W MAGNOLIA BLVD,Medium Residential,34.16465,-118.45906,,,
2585 S SEPULVEDA BLVD,Medium Residential,34.03312,-118.43279,,,
409 N HAYWORTH AVE,Medium Residential,34.0785,-118.36277,,,
4227 S MCLAUGHLIN AVE 1-14,Medium Residential,34.00087,-118.41885,,,
6336 S BRYNHURST AVE 1-12,Medium Residential,33.98181,-118.33365,,,
909 S LE DOUX ROAD,Medium Residential,34.06048,-118.37752,,,
1101 S HARVARD BLVD,Medium Residential,34.05066,-118.30443,,,
11210 W PEACH GROVE ST,Medium Residential,34.1590352491266,-118.374909847202,,,
11743 W GOSHEN AVE,Medium Residential,34.04953,-118.46283,,,
12160 W HART ST,Medium Residential,34.19748,-118.39858,,,
15003 W VICTORY BLVD,Medium Residential,34.18681,-118.45977,,,
1558 N GORDON ST 1-47,High Medium Residential,34.09976,-118.31949,,,
4270 S LINDBLADE DR,Medium Residential,33.99629,-118.42232,,,
5026 W ROSEWOOD AVE 1-22,Medium Residential,34.07919,-118.31445,,,
5338 N CARTWRIGHT AVE,Medium Residential,34.16776,-118.36304,,,
6238 N FULTON AVE,Medium Residential,34.1842,-118.42235,,,
6328 N HAZELTINE AVE,Low Medium II Residential,34.18558,-118.43984,,,
6718 N SYLMAR AVE,Medium Residential,34.19273,-118.44638,,,
6726 N SYLMAR AVE,Low Medium I Residential,34.19294,-118.44633,,,
6944 S KNOWLTON PL,Medium Residential,33.97371,-118.37115,,,
7020 N WOODMAN AVE,"Low Residential, Medium Residential",34.19821,-118.43105,,,
11214 W MORRISON ST Units 1-6,Medium Residential,34.16065,-118.37499,,,
1061 S OXFORD AVE 1-9,High Medium Residential,34.05104,-118.30766,,,
1063 S WOOSTER ST 1-8,Medium Residential,34.05743,-118.38271,,,
11048 W OLYMPIC BLVD 1-8,Medium Residential,34.04076,-118.43659,,,
1110 S MAGNOLIA AVE,Medium Residential,34.05047,-118.28638,,,
11269 W CAMARILLO ST,Medium Residential,34.15779,-118.37678,,,
11351 W VENICE BLVD 1-6,Medium Residential,34.01093,-118.42141,,,
11405 W VENICE BLVD,Medium Residential,34.01065,-118.42175,,,
11823 W DARLINGTON AVE 1-14,Medium Residential,34.05085,-118.46669,,,
11931 W GOSHEN AVE Unit 1-9,Medium Residential,34.04726,-118.46571,,,
12117 W VALLEYHEART DR 1-23,High Medium Residential,34.14594,-118.39667,,,
12871 N SAN FERNANDO ROAD,Community Commercial,34.30366,-118.46542,,,
14143 W BURBANK BLVD,Medium Residential,34.17232,-118.44138,,,
14247 W DELANO ST,Medium Residential,34.18283,-118.44376,,,
1431 S SHERBOURNE DR 1-5,Medium Residential,34.05307,-118.37984,,,
1432 N CURSON AVE,Medium Residential,34.09714,-118.35488,,,
1439 N TAMARIND AVE 1-21,High Medium Residential,34.09675,-118.3192,,,
14748 W SYLVAN ST,Medium Residential,34.18448,-118.45471,,,
14802 W DELANO ST,Medium Residential,34.18251,-118.45562,,,
14832 W DELANO ST,Medium Residential,34.18238,-118.45653,,,
1642 S FEDERAL AVE 1-8,Medium Residential,34.04365,-118.4529,,,
1819 S KELTON AVE,Medium Residential,34.04851,-118.43861,,,
1831 S SAWTELLE BLVD 1-30,Neighborhood Commercial,34.04293,-118.44569,,,
2000 N BEACHWOOD DR 1-6,Medium Residential,34.10736,-118.3215,,,
2321 S FOX HILLS DR,Medium Residential,34.0503,-118.41473,,,
3615 S CARDIFF AVE,Medium Residential,34.02828,-118.39855,,,
524 N ARDMORE AVE Units 1-8,Medium Residential,34.08076,-118.30152,,,
5555 N BONNER AVE,High Medium Residential,34.1711832274558,-118.374196352869,,,
563 N HOOVER ST,Medium Residential,34.08126,-118.28456,,,
5727 W LA MIRADA AVE 1-28,Medium Residential,34.0938550809567,-118.314150433169,,,
5762 W MORLEY ST,Medium Residential,33.95362,-118.38262,,,
5941 W BARTON AVE,Medium Residential,34.08813,-118.3237,,,
6923 S KITTYHAWK AVE,Medium Residential,33.97495,-118.37278,,,
7036 S LA TIJERA BLVD # 1 - 13,Medium Residential,33.974626433698,-118.374673673446,,,
7500 N VINELAND AVE,Medium Residential,34.20664,-118.37007,,,
838 N HUDSON AVE,Medium Residential,34.08643,-118.33194,,,
843 N WILCOX AVE,Medium Residential,34.08647,-118.3311,,,
850 S GRAMERCY PL 1-18,Medium Residential,34.05648,-118.31308,,,
8708 W OLIN ST #1-6,Low Medium II Residential,34.0348,-118.38263,,,
8840 S READING AVE,Medium Residential,33.95666,-118.38145,,,
901 S GRAMERCY DR 1-21,Medium Residential,34.05557,-118.31231,,,
905 N WILCOX AVE #1-17,Medium Residential,34.08734,-118.3311,,,
947 N WILCOX AVE #1 - #7,Medium Residential,34.08844,-118.33125,,,
10330 N MT GLEASON AVE 1-7,Medium Residential,34.25679,-118.30254,,,
1034 W 42ND PL,Medium Residential,34.00629,-118.29281,,,
10748 W RIVERSIDE DR 1-13,General Commercial,34.15208,-118.36528,,,
10909 W HARTSOOK ST 1-27,Medium Residential,34.16365,-118.3685,,,
11224 W MORRISON ST,Medium Residential,34.16065,-118.37532,,,
11260 W MISSISSIPPI AVE 1-17,Medium Residential,34.03984,-118.44175,,,
11400 W CULVER BLVD,Medium Residential,34.0008725409649,-118.412759951748,,,
11478 W MOORPARK ST,Medium Residential,34.15018,-118.38165,,,
115 S ST ANDREWS PL #1-8,Medium Residential,34.072616,-118.3114593,,,
1150 W 36TH ST,Low Medium II Residential,34.023,-118.29322,,,
11738 W COURTLEIGH DR,Medium Residential,33.99872,-118.4175,,,
12324 W MOORPARK ST,Medium Residential,34.15019,-118.40166,,,
12602 W MOORPARK ST,Medium Residential,34.15013,-118.40755,,,
12708 W CASWELL AVE 1-5,Medium Residential,33.99851,-118.43634,,,
1271 W 39TH PL,Medium Residential,34.01423,-118.29941,,,
1313 W SUNSET BLVD,General Commercial,34.07175,-118.25041,,,
137 N DOHENY DR 1-5,High Medium Residential,34.07637,-118.39,,,
1452 S BEDFORD ST 1-6,Medium Residential,34.05252,-118.38062,,,
14611 W DELANO ST,Medium Residential,34.18276,-118.45138,,,
14724 W ERWIN ST UNITS 1-5,Medium Residential,34.18342,-118.45407,,,
14822 W MAGNOLIA BLVD 1-6,Medium Residential,34.1647,-118.45604,,,
16423 W VICTORY BLVD,Medium Residential,34.18681,-118.49104,,,
16836 W SHERMAN WAY,Medium Residential,34.2007969956423,-118.500197346355,,,
1936 S SELBY AVE,Medium Residential,34.04888,-118.43182,,,
332 E 51ST ST 1-5,Low Medium II Residential,33.99631,-118.26898,,,
3833 S DUNN DR,General Commercial,34.02201,-118.39919,,,
3965 N CARPENTER AVE,Medium Residential,34.1422,-118.39129,,,
407 N ARDMORE AVE UNIT 1-6,Medium Residential,34.07797,-118.30243,,,
4255 W LOCKWOOD AVE,Medium Residential,34.08882,-118.28643,,,
4305 N LAUREL CANYON BLVD #1- #12,Medium Residential,34.14888,-118.39665,,,
4364 S MCLAUGHLIN AVE,Medium Residential,33.9991,-118.41557,,,
4504 N COLBATH AVE,Medium Residential,34.1533,-118.43644,,,
5036 S SLAUSON AVE 1-13,Medium Residential,33.99413,-118.40741,,,
505 N HAYWORTH AVE,Medium Residential,34.08027,-118.36291,,,
5425 N DENNY AVE,Commercial Manufacturing,34.16924,-118.36472,,,
5514 N BONNER AVE,High Medium Residential,34.17048,-118.37401,,,
5551 W JEFFERSON BLVD 1-9,Medium Residential,34.02639,-118.36802,,,
6039 N CRANER AVE 1-6,Low Medium II Residential,34.18047,-118.36939,,,
6357 N COLBATH AVE 1-5,Low Medium II Residential,34.18638,-118.43683,,,
644 N HARVARD BLVD,Medium Residential,34.0829158,-118.3044805,,,
644 N HOBART BLVD #1-12,Medium Residential,34.083,-118.30564,,,
6445 N WOODLEY AVE 1-5,Low Medium II Residential,34.18806,-118.48397,,,
6816 N INDEPENDENCE AVE 1-18,Regional Center Commercial,34.19428,-118.59046,,,
6925 S KNOWLTON PL 1-15,Medium Residential,33.97414,-118.37142,,,
6937 S KNOWLTON PL,Medium Residential,33.9738,-118.37146,,,
727 N WILCOX AVE,Medium Residential,34.0842,-118.33129,,,
8532 W CASHIO ST #1-7,Medium Residential,34.0507,-118.37737,,,
978 S MARIPOSA AVE 1-7,High Medium Residential,34.05337,-118.29881,,,
3714 S KELTON AVE 1-16,Medium Residential,34.01774,-118.41287,,,
4814 W OAKWOOD AVE,Medium Residential,34.07702,-118.31194,,,
5537 W LA MIRADA AVE,Medium Residential,34.0938607830234,-118.310507259059,,,
1529 7/8 N BRONSON AVE #1-5,High Medium Residential,34.098945675267,-118.318052535356,,,
1531 7/8 N BRONSON AVE #1-5,High Medium Residential,34.0990087009082,-118.318052843049,,,
16702 S VERMONT AVE 1-6,Neighborhood Office Commercial,33.87938,-118.29102,,,
14915 W ROSCOE BLVD,Medium Residential,34.22163,-118.4582,,,
14920 W PARTHENIA ST,Medium Residential,34.228,-118.45803,,,
7627 N LAUREL CANYON BLVD,Medium Residential,34.20934,-118.39678,,,
9122 N ORION AVE,Medium Residential,34.23623,-118.47182,,,
3334 N DREW ST,Low Medium II Residential,34.12055,-118.24197,,,
1810 S PANDORA AVE,Medium Residential,34.05646,-118.42425,,,
5717 N FAIR AVE,Low Medium II Residential,34.17449,-118.37469,,,
11414 W HATTERAS ST #201-307,Community Commercial,34.17553,-118.37969,,,
1200 N EDGEMONT ST 1-5,Medium Residential,34.09353,-118.29595,,,
12132 W HART ST # 1 - 9,Medium Residential,34.19732,-118.39784,,,
1225 S VERMONT AVE,Highway Oriented Commercial,34.0482761,-118.2918186,,,
1275 W 30TH ST 1 - 24,General Commercial,34.02754,-118.29099,,,
14618 W SYLVAN ST,Medium Residential,34.18449,-118.45154,,,
305 E 76TH PL 1-5,Medium Residential,33.97058,-118.26915,,,
4464 N VISTA DEL MONTE AVE,Medium Residential,34.15299,-118.44972,,,
5140 S CRENSHAW BLVD,Community Commercial,33.99552,-118.33044,,,
5266 W FOUNTAIN AVE 1-7,Medium Residential,34.09488,-118.3042,,,
701 S GRAMERCY DR,High Medium Residential,34.05923,-118.31232,,,
739 S OGDEN DR 1-45,Medium Residential,34.06151,-118.36021,,,
7605 N LOUISE AVE,Neighborhood Office Commercial,34.20881,-118.51012,,,
936 N BEAUDRY AVE,Medium Residential,34.06813,-118.24626,,,
1553 S ARLINGTON AVE,Community Commercial,34.04402,-118.31799,,,
2651 S HOBART BLVD 1-9,Low Medium II Residential,34.0311,-118.30801,,,
10455 W MAGNOLIA BLVD,Neighborhood Office Commercial,34.16508,-118.35903,,,
15150 W ROXFORD ST,Neighborhood Commercial,34.31841,-118.46333,,,
1750 S SAWTELLE BLVD 1-15,Neighborhood Commercial,34.04429,-118.44625,,,
8730 S FIGUEROA ST,General Commercial,33.95785,-118.2825,,,
888 S OLIVE ST,High Density Residential,34.04383,-118.25785,,,
860 E FLORENCE AVE 1-30,Commercial Manufacturing,33.9745,-118.2588,,,
982 S CATALINA ST,High Medium Residential,34.0532939970031,-118.294440733422,,,
11721 W RUNNYMEDE ST,"Medium Residential, Neighborhood Office Commercial",34.20585,-118.38836,,,
15313 W CABRITO ROAD,High Medium Residential,34.21591,-118.46699,,,
20200 W SHERMAN WAY,Community Commercial,34.20074,-118.57314,,,
10269 W SANTA MONICA BLVD 1-19,General Commercial,34.05994,-118.42117,,,
5210 W OLYMPIC BLVD 1-8,Medium Residential,34.05699,-118.34292,,,
10211 N TUJUNGA CANYON BLVD,Low Medium II Residential,34.25165,-118.29114,,,
10215 N TUJUNGA CANYON BLVD,Low Medium II Residential,34.25171,-118.29116,,,
17325 W CASTELLAMMARE DR 1-29,Low Medium II Residential,34.03954,-118.55602,,,
2368 W PICO BLVD,Commercial Manufacturing,34.047098,-118.2883332,,,
2455 W COLORADO BLVD 1-77,Community Commercial,34.14126,-118.22043,,,
2753 W WAVERLY DR BLDG.-#1,Low Medium II Residential,34.10855,-118.26334,,,
340 N OXFORD AVE,Medium Residential,34.07736,-118.30783,,,
3951 W INGRAHAM ST 1-13,Regional Center Commercial,34.06079,-118.31303,,,
517 N HARVARD BLVD,Medium Residential,34.0805014,-118.304705,,,
558 N MARIPOSA AVE,Medium Residential,34.0808,-118.29911,,,
617 N DILLON ST 1-49,Neighborhood Commercial,34.07894,-118.27894,,,
753 N LILLIAN WAY 1-8,Medium Residential,34.08498,-118.32797,,,
1522 S WESTGATE AVE 1-9,Medium Residential,34.04171,-118.45842,,,
1519 S GRANVILLE AVE 1-9,Medium Residential,34.04209,-118.45779,,,
1183 S CRENSHAW BLVD,Medium Residential,34.05026,-118.32576,,,
2510 W TEMPLE ST,Highway Oriented Commercial,34.07192,-118.27348,,,
13217 W MACLAY ST,Community Commercial,34.29831,-118.42123,,,
401 S GRAND VIEW ST,Medium Residential,34.06322,-118.27542,,,
2595 S HOOVER ST,General Commercial,34.03206,-118.28429,,,
2300 W VALLEY ST,Medium Residential,34.06553,-118.27365,,,
12700 W MOORPARK ST,Medium Residential,34.15012,-118.40957,,,
3901 N EAGLE ROCK BLVD,General Commercial,34.11925,-118.23127,,,
4354 N TEESDALE AVE,Medium Residential,34.14998,-118.40825,,,
4708 W OAKWOOD AVE,Neighborhood Office Commercial,34.07708,-118.30963,,,
6851 N LAUREL CANYON BLVD,Medium Residential,34.19528,-118.39677,,,
4812 S AVALON BLVD 1-7,Medium Residential,33.9993,-118.26494,,,
4621 E FERN PL 1-5,Low Medium II Residential,34.08202,-118.190486,,,
13919 W VICTORY BLVD,Low Medium II Residential,34.18683,-118.43635,,,
1338 N GORDON ST 1-44,High Medium Residential,34.0951027695591,-118.320010363836,,,
12405 W OXNARD ST,Low Residential; Medium Residential,34.17959,-118.40333,,,
2922 - 2930 W ROWENA AVE,Neighborhood Commercial,34.10806,-118.268977,,,
8746 N BURNET AVE,Low Medium II Residential,34.22979,-118.46312,,,
8822 N BURNET AVE,Low Medium II Residential,34.23065,-118.46312,,,
1522 S ORANGE GROVE AVE unit 1-17,Medium Residential,34.048751,-118.36605,,,
742 S WESTLAKE AVE 1-37,Highway Oriented Commercial,34.05472,-118.27621,,,
7032 S RAMSGATE PL,Medium Residential,33.97339,-118.37311,,,
545 S SERRANO AVE 1-19,High Medium Residential,34.064038,-118.306988,,,
808 S BROADWAY,Regional Center Commercial,34.04342,-118.25478,,,
705 S GAYLEY AVE 1-12,High Medium Residential,34.06542,-118.44813,,,
19508-19516 W CARDIN PL,Community Commercial,34.237665,-118.558363,,,
933 E VERNON AVE,General Commercial,34.00407,-118.25923,,,
820 W COLDEN AVE,Low Medium II Residential,33.94891,-118.29016,,,
1434 N POINSETTIA PL 1-7,Medium Residential,34.09686,-118.34821,,,
1492 W SUNSET BLVD,General Commercial,34.07547,-118.255,,,
5639 E HUNTINGTON DR NORTH 1-13,Low Medium II Residential,34.09633,-118.15706,,,
1846 N CHEROKEE AVE #1-20,High Density Residential,34.1045358,-118.3346351,,,
3475 S BENTLEY AVE 1-6,Medium Residential,34.02016,-118.42116,,,
1315 W FLORENCE AVE,Neighborhood Commercial,33.97475,-118.29859,,,
5012 S SLAUSON AVE,Medium Residential,33.99448,-118.40798,,,
6535 W MELROSE AVE,Commercial Manufacturing,34.08361,-118.33812,,,
610 S VAN NESS AVE 1-6,Low Medium II Residential,34.06273,-118.3152,,,
618 S VAN NESS AVE 1-6,Low Medium II Residential,34.06246,-118.31517,,,
6021 W CARLTON WAY,High Medium Residential,34.10056,-118.32083,,,
743 N LILLIAN WAY,Medium Residential,34.08469,-118.32785,,,
640 E 40TH PL,Low Medium II Residential,34.0101,-118.26445,,,
6333 N WOODMAN AVE 1-49,General Commercial,34.1858,-118.43144,,,
1440 N GORDON ST,High Medium Residential,34.09687,-118.31997,,,
12905 W LANDALE ST,Medium Residential,34.15231,-118.41396,,,
1141 N MOHAWK ST,Medium Residential,34.07874,-118.26515,,,
1048-1050 N MANZANITA ST,Medium Residential,34.0914259718732,-118.28207505814,,,
100 S ORLANDO AVE 1-24,Medium Residential,34.07436,-118.37301,,,
1025 S BERENDO ST,High Medium Residential,34.0519699,-118.29388,,,
105 N FAIRFAX AVE 1-45,General Commercial,34.07452,-118.36159,,,
1070 S HOLT AVE,Medium Residential,34.05732,-118.37817,,,
10757 W PALMS BLVD,Medium Residential,34.0240166485666,-118.412914685949,,,
11050 W HARTSOOK ST 1-48,High Medium Residential,34.1638,-118.3723,,,
11611 W MOORPARK ST 1-6,Medium Residential,34.15053,-118.38594,,,
11740 W VANOWEN ST,Medium Residential,34.19379,-118.38943,,,
11847 W KIOWA AVE 1-29,Medium Residential,34.04889,-118.46553,,,
1185 W 37TH ST 1-5,Low Medium II Residential,34.0211,-118.29419,,,
12555 W VANOWEN ST,Medium Residential,34.19409,-118.40698,,,
1261 S STONER AVE 1-8,Medium Residential,34.04711,-118.46065,,,
12622 W VANOWEN ST,Low Medium II Residential,34.1938,-118.40803,,,
130 S SOTO ST 1-5,Low Medium II Residential,34.04277,-118.21019,,,
13052 N DRONFIELD AVE,Medium Residential,34.30801,-118.43725,,,
1307 N BRONSON AVE,High Medium Residential,34.09466,-118.31811,,,
1310 N TAMARIND AVE,High Medium Residential,34.09479,-118.3189,,,
13136 W RIVERSIDE DR,Medium Residential,34.15745,-118.4195,,,
1338 N FORMOSA AVE 1-25,Medium Residential,34.09551,-118.34613,,,
14211 W GILMORE ST #1 - 5,Low Medium II Residential,34.18776,-118.44273,,,
1446 N TAMARIND AVE 1-44,High Medium Residential,34.09702,-118.31892,,,
14846 W FRIAR ST,Medium Residential,34.18551,-118.45707,,,
1522 W LOMITA BLVD 1-14,Medium Residential,33.79764,-118.30346,,,
178 N ALEXANDRIA AVE,Medium Residential,34.07498,-118.29827,,,
1832 S BARRINGTON AVE,Low Medium II Residential,34.03927,-118.45194,,,
1836 N SICHEL ST 1-27,Medium Residential,34.06503,-118.21269,,,
2016 N RODNEY DR 1-6,Medium Residential,34.10822,-118.28902,,,
22515 S HALLDALE AVE,Low Medium II Residential,33.82171,-118.30164,,,
22769 W DEL VALLE ST #1-22,Medium Residential,34.1653703476308,-118.622395784415,,,
2410-2412 N EADS ST 1-8,Commercial Manufacturing,34.0943780426733,-118.240401367654,,,
2634 S HARVARD BLVD 1-5,Low Medium II Residential,34.03161,-118.30651,,,
2701 W JAMES M. WOOD BLVD #1- #33,High Medium Residential,34.05606,-118.28682,,,
318 N WILTON PL,Medium Residential,34.0768,-118.31338,,,
321 N BIXEL ST,Medium Residential,34.06418,-118.25512,,,
3667 S MENTONE AVE #1 -#10,Medium Residential,34.02268,-118.40734,,,
3945 W INGRAHAM ST 1-14,Regional Center Commercial,34.06079,-118.31283,,,
4065 S GLENCOE AVE,Light Manufacturing,33.99055,-118.44354,,,
418 N NORTON AVE 1-35,Medium Residential,34.07908,-118.3169,,,
4505-4513 S SLAUSON AVE,Medium Residential,33.9973423159147,-118.413340046975,,,
4557 W ROSEWOOD AVE,Medium Residential,34.07911,-118.3037,,,
4818 N SATSUMA AVE,Low Medium II Residential,34.15825,-118.36686,,,
4847 W OAKWOOD AVE #1-49,Medium Residential,34.0774,-118.31305,,,
5066 W ROMAINE ST,Medium Residential,34.08841,-118.30249,,,
511 S ALEXANDRIA AVE,High Medium Residential,34.06492,-118.29811,,,
5135 W ADAMS BLVD 1-10,Community Commercial,34.03268,-118.35315,,,
519 N NORMANDIE AVE # 1-# 14,Medium Residential,34.08061,-118.3006,,,
5208 N LEMONA AVE 1-5,Low Medium II Residential,34.16517,-118.45944,,,
5229 N WILLOW CREST AVE 1-24,Medium Residential,34.16576,-118.3624,,,
5252 N WILLOW CREST AVE Unit 1-25,Medium Residential,34.16637,-118.362,,,
5263 W ADAMS BLVD,Neighborhood Commercial,34.03266,-118.35751,,,
5302 N CLEON AVE 1-7,Medium Residential,34.16718,-118.36845,,,
5505 N BONNER AVE,High Medium Residential,34.17022,-118.3742,,,
5514 N BONNER AVE,High Medium Residential,34.17048,-118.37401,,,
5832 N TUJUNGA AVE #1-6,Medium Residential,34.17687,-118.37885,,,
5925 W BARTON AVE,Medium Residential,34.08813,-118.3232,,,
6047 N HAZELHURST PL,Medium Residential,34.18071,-118.3865,,,
6320 N BECK AVE Unit 1-12,Medium Residential,34.18546,-118.38328,,,
644 N NORMANDIE AVE 1-12,Medium Residential,34.0826,-118.30019,,,
6560 W FOUNTAIN AVE Unit 1-5,Medium Residential,34.09413,-118.33244,,,
6680-6688 W FOUNTAIN AVE,Medium Residential,34.0942946102434,-118.335357523683,,,
6824 N BEN AVE units 1-5,Low Medium II Residential,34.19474,-118.39418,,,
7140 S LA TIJERA BLVD 1-34,Medium Residential,33.9736057703814,-118.375820809124,,,
726 N HUDSON AVE #1-17,Medium Residential,34.08412,-118.33193,,,
747 N LILLIAN WAY 1-8,Medium Residential,34.08483,-118.32786,,,
832 S ST ANDREWS PL 1-16,High Medium Residential,34.05709,-118.31093,,,
8405 N GLENOAKS BLVD 1-19,Medium Residential,34.22264,-118.35972,,,
8700 W CHALMERS DR,Medium Residential,34.06082,-118.38155,,,
8827 N VAN NUYS BLVD,Medium Residential,34.23074,-118.45045,,,
927 S FEDORA ST,High Medium Residential,34.05511,-118.29774,,,
941 S FEDORA ST,High Medium Residential,34.0547,-118.29774,,,
943 S NORMANDIE AVE 1-8,High Medium Residential,34.05432,-118.30012,,,
953 N NORMANDIE AVE 1-10,Medium Residential,34.08781,-118.30076,,,
14731 W BURBANK BLVD,Medium Residential,34.17236,-118.45437,,,
730 S SERRANO AVE 1-38,High Medium Residential,34.05885,-118.30642,,,
135 Linden Avenue,,33.7688631,-118.1867365,,,
140 W. 7th Street,,33.7751608,-118.1933032,,,
1405 Lewis Avenue,,33.784606,-118.1803562,,,
1900-1940 Long Beach Boulevard,LUD-7,33.7916891596353,-118.189277876414,,,
230 W. Third Street,LUD-7,33.7702238,-118.1944055,,,
320 Alamitos Avenue,LUD-7,33.7714250152909,-118.181287483137,,,
437 E. 5th Street,,33.7732358,-118.1867409,,,
500 W. Broadway,LUD-7,33.7690305,-118.1987333,,,
3655 N. Norwalk Boulevard,Institutional and School (LUD 10),33.8228372,-118.073315,,,
110 Pine Avenue,,33.7682964,-118.1920074,,,
150 W. Ocean Boulevard,LUD 7 - Mixed Use,33.7663941,-118.1931065,,,
2000 River Avenue,LUD 7 - Mixed Use,33.7916047891199,-118.222094023453,,,
110 W. Ocean Blvd,,33.7664313,-118.1926389,,,
1570-1598 Long Beach Blvd.,LUD 7 - Mixed Use,33.7867460218751,-118.189372838404,,,
200 W. Ocean Blvd.,,33.7666361,-118.1939978,,,
777 E. Ocean Blvd.,,33.7665057,-118.1834312,,,
100 Long Beach Blvd,,33.7683981,-118.1887606,,,
101 Alamitos Avenue,,33.7683978,-118.1826809,,,
207 Seaside Way,,33.765939148368,-118.190216391786,,,
4747 Daisy/ 4921 Oregon Ave,LUD 11 - Open Space/Parks,33.8418424,-118.2001936,,,
227 Elm,,33.7699084,-118.1880491,,,
432-444 W. Ocean Blvd,LUD 7 - Mixed Use,33.767216946954,-118.197018766954,,,
1235 Long Beach Blvd,LUD 7 - Mixed Use,33.7820229,-118.1898626,,,
495 The Promenade,,33.7725325,-118.1909718,,,
137 W. 6th Street,,33.7744442,-118.1932615,,,
125 Linden Avenue,,33.7687127,-118.1867376,,,
434 E. 4th Street,,33.7714635,-118.1867462,,,
205 N Market Street,Downtown TOD,33.964694023017,-118.352398067848,,,
316 E Hardy Street,Medium Density Residential,33.9488167173482,-118.351709251324,,,
333 N Prairie Ave,Residential and Medical,33.967011,-118.3447957,,,
501 E 99 St,Medium Density Residential,33.9469972,-118.3489053,,,
"parcels bounded by E. Fancher Creek Drive, S. Purdue Avenue, S. Bundy Avenue, and E. Beck Avenue",Medium-Low Density Residential,36.739117,-119.68654,,,
East Bulldog Lane between N 6th St and N Millbrook Ave,Residential -- High Density,36.81251,-119.761754,,,
1501-1531 N Blackstone Ave,Neighborhood Mixed Use,36.7634026,-119.7931198,,,
East Copper and North Chestnut Avenues,Low Density Residential ,36.8895339,-119.7320839,,,
7521 N Chestnut Avenue & 2350 E Alluvial Ave,Medium Density Residential,36.7662752,-119.7419069,,,
North Fowler and East Dakota Avenues,Medium Density Residential,36.785044,-119.678335,,,
North Fowler and East Grant Avenues,Medium Density Residential,36.747799,-119.680711,,,
"West Clinton Avenue, 3508 W Clinton Avenue ",Urban Neighborhood,36.7732868,-119.8585333,,,
East Copper and North Cedar Avenues,Medium High Density Residential,36.896242,-119.758171,,,
8092 N Millbrook Ave S/A; located on the NE corner of N Millbrook and East Nees Avenues,Urban Neighborhood Residential,36.8529263,-119.766779,,,
3206 and 3138 E Herndon Ave,Community Commercial,36.8383218,-119.7346103,,,
Northeast corner of East Shepherd and North Willow Avenues,Corridor/Center Mixed Use,36.867679,-119.727682,,,
Southeast corner of East Shields and North Bliss Avenues,Medium Density Residential,36.778431,-119.678589,,,
1161 East Shepherd Avenue,Medium Low Density Residential,36.8654905,-119.7978183,,,
512 West San Jose Avenue,Medium Density Residential,36.8124673,-119.80421,,,
south side of North Alicante Drive,Residential Medium Low Density,36.9093399,-119.7478412,,,
North Friant Road and East Copper Avenue,Medium Low Density Residential,36.910148,-119.743608,,,
North Blythe and West Herndon Avenues,Community Commercial,36.837852,-119.873247,,,
Northeast corner of North Colonial and West San Jose Avenues; 614 W San Jose,Medium Density Residential,36.8121948,-119.8044184,,,
